time,open,high,low,close,tick_volume,spread,real_volume
2026-02-20 14:15:00,5042.807,5044.896,5041.431,5042.287,648,240,0
2026-02-20 14:20:00,5042.352,5043.719,5040.843,5041.775,647,240,0
2026-02-20 14:25:00,5041.856,5042.348,5038.818,5041.647,757,240,0
2026-02-20 14:30:00,5041.499,5052.185,5037.677,5046.764,2753,240,0
2026-02-20 14:35:00,5046.912,5052.385,5039.891,5047.255,3081,240,0
2026-02-20 14:40:00,5047.151,5055.194,5044.468,5052.808,1819,240,0
2026-02-20 14:45:00,5053.271,5060.411,5053.271,5057.589,1737,240,0
2026-02-20 14:50:00,5057.391,5060.234,5053.294,5058.611,1578,240,0
2026-02-20 14:55:00,5058.645,5059.239,5048.541,5054.304,1429,240,0
2026-02-20 15:00:00,5054.036,5063.865,5015.288,5027.268,7270,240,0
2026-02-20 15:05:00,5027.348,5030.4,4988.982,5022.204,11312,240,0
2026-02-20 15:10:00,5022.102,5027.738,5008.68,5022.439,7055,240,0
2026-02-20 15:15:00,5022.557,5044.933,5019.92,5035.687,5898,240,0
2026-02-20 15:20:00,5035.742,5038.603,5022.97,5023.93,4442,240,0
2026-02-20 15:25:00,5024.004,5026.575,5011.196,5025.463,4949,240,0
2026-02-20 15:30:00,5025.538,5030.362,5016.854,5025.25,5265,240,0
2026-02-20 15:35:00,5025.428,5037.834,5019.189,5036.366,3887,240,0
2026-02-20 15:40:00,5036.462,5046.505,5027.538,5045.09,3875,240,0
2026-02-20 15:45:00,5044.987,5052.599,5044.373,5047.251,2127,240,0
2026-02-20 15:50:00,5047.213,5048.685,5036.647,5043.477,2543,240,0
2026-02-20 15:55:00,5043.375,5044.522,5037.452,5042.506,2196,240,0
2026-02-20 16:00:00,5042.431,5049.308,5038.927,5042.921,2374,240,0
2026-02-20 16:05:00,5042.858,5052.844,5038.586,5048.283,1868,240,0
2026-02-20 16:10:00,5048.356,5055.59,5047.729,5054.033,1546,240,0
2026-02-20 16:15:00,5054.214,5056.671,5048.271,5048.984,2264,240,0
2026-02-20 16:20:00,5048.818,5051.499,5044.619,5050.919,2042,240,0
2026-02-20 16:25:00,5050.981,5054.477,5046.735,5053.592,1944,240,0
2026-02-20 16:30:00,5053.664,5069.014,5052.62,5067.17,2325,240,0
2026-02-20 16:35:00,5067.268,5068.514,5059.315,5064.413,1609,240,0
2026-02-20 16:40:00,5064.491,5065.255,5059.435,5062.995,1178,240,0
2026-02-20 16:45:00,5063.081,5067.399,5063.081,5064.833,1099,240,0
2026-02-20 16:50:00,5064.914,5067.411,5060.879,5064.2,1079,240,0
2026-02-20 16:55:00,5064.068,5066.973,5060.405,5066.475,1202,240,0
2026-02-20 17:00:00,5066.556,5070.339,5064.219,5066.797,1395,240,0
2026-02-20 17:05:00,5066.821,5072.429,5065.542,5070.974,1240,240,0
2026-02-20 17:10:00,5070.797,5073.466,5065.398,5066.843,1430,240,0
